iter	Passed	Remaining
264	14692	151632
265	14748	151590
266	14792	151410
267	14839	151270
268	14902	151296
269	14956	151227
270	15007	151125
271	15058	151028
272	15122	151057
273	15178	151011
274	15231	150928
275	15281	150823
276	15336	150758
277	15397	150761
278	15446	150649
279	15503	150604
280	15561	150573
281	15606	150422
282	15653	150286
283	15795	151059
284	15852	151016
285	15906	150946
286	15954	150818
287	16017	150835
288	16068	150728
289	16117	150612
290	16176	150596
291	16230	150521
292	16297	150571
293	16345	150440
294	16402	150401
295	16466	150424
296	16519	150340
297	16585	150386
298	16637	150291
299	16684	150163
300	16734	150053
301	16793	150025
302	16841	149903
303	16896	149841
304	16955	149818
305	17015	149806
306	17068	149721
307	17115	149590
308	17166	149497
309	17212	149357
310	17263	149261
311	17315	149177
312	17365	149078
313	17424	149055
314	17478	148980
315	17530	148900
316	17598	148951
317	17650	148863
318	17700	148762
319	17746	148626
320	17812	148660
321	17865	148580
322	17921	148534
323	17988	148572
324	18046	148537
325	18105	148511
326	18152	148385
327	18215	148387
328	18286	148461
329	18343	148417
330	18400	148368
331	18453	148295
332	18515	148293
333	18571	148237
334	18633	148230
335	18698	148250
336	18752	148182
337	18807	148126
338	18876	148169
339	18932	148117
340	19006	148204
341	19056	148108
342	19121	148121
343	19196	148213
344	19246	148115
345	19302	148062
346	19353	147966
347	19406	147887
348	19459	147813
349	19512	147735
350	19575	147734
351	19634	147708
352	19684	147602
353	19742	147564
354	19791	147459
355	19845	147392
356	19908	147390
357	19968	147367
358	20019	147276
359	20074	147209
360	20127	147134
361	20181	147070
362	20234	146994
363	20285	146902
364	20336	146814
365	20381	146679
366	20427	146556
367	20486	146523
368	20547	146507
369	20598	146414
370	20647	146316
371	20693	146192
372	20754	146171
373	20818	146175
374	20865	146058
375	20933	146090
376	20999	146102
377	21044	145973
378	21099	145914
379	21146	145801
380	21201	145737
381	21255	145671
382	21314	145642
383	21368	145573
384	21420	145491
385	21478	145452
386	21529	145367
387	21580	145279
388	21631	145194
389	21677	145073
390	21728	144986
391	21777	144886
392	21820	144749
393	21883	144741
394	21934	144657
395	21988	144593
396	22037	144495
397	22083	144374
398	22132	144279
399	22176	144149
400	22226	144053
401	22273	143946
402	22327	143885
403	22377	143795
404	22433	143738
405	22484	143655
406	22538	143591
407	22598	143565
408	22662	143566
409	22717	143507
410	22766	143411
411	22823	143369
412	22883	143343
413	22930	143232
414	22989	143200
415	23053	143198
416	23106	143127
417	23174	143149
418	23224	143061
419	23295	143102
420	23356	143079
421	23404	142977
422	23462	142939
423	23513	142856
424	23573	142825
425	23621	142728
426	23672	142646
427	23723	142563
428	23779	142511
429	23828	142416
430	23880	142343
431	23931	142259
432	23975	142137
433	24028	142068
434	24085	142020
435	24136	141938
436	24187	141857
437	24230	141733
438	24278	141635
439	24331	141565
440	24392	141544
441	24445	141472
442	24505	141443
443	24552	141345
444	24600	141245
445	24646	141135
446	24696	141053
447	24750	140991
448	24800	140904
449	24861	140883
450	24925	140876
451	24983	140835
452	25037	140773
453	25084	140673
454	25158	140722
455	25208	140635
456	25270	140618
457	25335	140616
458	25420	140725
459	25475	140669
460	25544	140687
461	25598	140627
462	25646	140531
463	25700	140466
464	25743	140343
465	25786	140219
466	25838	140149
467	25885	140048
468	25943	140008
469	25992	139914
470	26049	139873
471	26102	139800
472	26151	139714
473	26204	139648
474	26264	139614
475	26320	139564
476	26376	139512
477	26432	139461
478	26490	139418
479	26547	139373
480	26596	139288
481	26647	139206
482	26696	139119
483	26746	139038
484	26806	139005
485	26856	138925
486	26904	138830
487	26969	138825
488	27019	138746
489	27072	138679
490	27120	138583
491	27165	138479
492	27214	138391
493	27264	138310
494	27320	138260
495	27382	138239
496	27435	138172
497	27483	138081
498	27532	137994
499	27584	137920
500	27650	137919
501	27700	137839
502	27777	137891
503	27829	137824
504	27882	137754
505	27936	137697
506	27985	137607
507	28037	137538
508	28078	137414
509	28118	137284
510	28170	137216
511	28216	137116
512	28263	137018
513	28311	136930
514	28364	136867
515	28441	136915
516	28485	136806
517	28536	136733
518	28586	136651
519	28644	136611
520	28693	136528
521	28748	136470
522	28792	136367
523	28842	136285
524	28897	136229
525	28951	136170
526	29015	136155
527	29065	136080
528	29115	135998
529	29160	135898
530	29206	135801
531	29253	135709
532	29308	135653
533	29357	135572
534	29412	135518
535	29466	135458
536	29516	135378
537	29569	135314
538	29615	135218
539	29663	135133
540	29718	135081
541	29768	135001
542	29819	134929
543	29865	134834
544	29915	134758
545	29972	134711
546	30028	134660
547	30086	134619
548	30162	134661
549	30212	134584
550	30270	134543
551	30321	134470
552	30377	134417
553	30427	134340
554	30485	134301
555	30537	134234
556	30580	134125
557	30636	134077
558	30684	133988
559	30740	133940
560	30792	133873
561	30843	133802
562	30891	133718
563	30945	133659
564	30999	133599
565	31054	133543
566	31107	133481
567	31156	133402
568	31208	133333
569	31268	133301
570	31320	133235
571	31374	133175
572	31435	133146
573	31485	133073
574	31540	133018
575	31590	132942
576	31639	132864
577	31693	132807
578	31758	132794
579	31811	132729
580	31868	132685
581	31923	132630
582	31983	132597
583	32038	132541
584	32091	132479
585	32151	132445
586	32197	132355
587	32248	132283
588	32308	132252
589	32365	132205
590	32424	132167
591	32491	132160
592	32549	132119
593	32623	132140
594	32674	132070
595	32740	132059
596	32788	131978
597	32855	131971
598	32921	131959
599	32974	131897
600	33030	131845
601	33078	131764
602	33138	131728
603	33185	131642
604	33236	131573
605	33285	131496
606	33352	131486
607	33412	131451
608	33468	131399
609	33529	131367
610	33583	131310
611	33634	131239
612	33685	131169
613	33737	131104
614	33795	131059
615	33846	130991
616	33897	130918
617	33972	130941
618	34085	131110
619	34140	131056
620	34190	130982
621	34254	130960
622	34314	130923
623	34367	130861
624	34416	130783
625	34477	130750
626	34532	130692
627	34578	130605
628	34632	130545
629	34675	130446
630	34725	130371
631	34769	130274
632	34825	130225
633	34883	130179
634	34940	130133
635	34993	130068
636	35050	130022
637	35102	129957
638	35151	129878
639	35208	129830
640	35365	130150
641	35412	130065
642	35466	130008
643	35518	129939
644	35589	129944
645	35642	129880
646	35714	129887
647	35763	129807
648	35844	129846
649	35896	129779
650	35953	129729
651	36029	129750
652	36091	129719
653	36146	129662
654	36221	129679
655	36281	129639
656	36345	129617
657	36404	129571
658	36497	129650
659	36560	129624
660	36623	129594
661	36680	129544
662	36742	129513
663	36808	129496
664	36861	129431
665	36913	129362
666	36970	129314
667	37031	129277
668	37088	129226
669	37145	129178
670	37194	129101
671	37243	129021
672	37292	128945
673	37359	128928
674	37411	128862
675	37458	128778
676	37508	128703
677	37557	128626
678	37612	128570
679	37671	128526
680	37723	128460
681	37777	128398
682	37828	128329
683	37887	128285
684	37942	128227
685	38001	128187
686	38057	128132
687	38105	128053
688	38156	127982
689	38208	127916
690	38258	127841
691	38318	127802
692	38370	127736
693	38422	127670
694	38490	127656
695	38540	127582
696	38591	127511
697	38650	127468
698	38698	127388
699	38773	127398
700	38834	127360
701	38899	127339
702	38950	127267
703	39016	127248
704	39070	127187
705	39123	127122
706	39171	127044
707	39224	126981
708	39274	126907
709	39323	126831
710	39376	126768
711	39429	126706
712	39473	126613
713	39530	126564
714	39587	126514
715	39630	126419
716	39704	126423
717	39753	126346
718	39806	126283
719	39855	126208
720	39914	126165
721	39972	126118
722	40021	126043
723	40082	126004
724	40133	125935
725	40195	125903
726	40254	125858
727	40318	125828
728	40379	125790
729	40429	125719
730	40501	125715
731	40559	125667
732	40616	125617
733	40665	125542
734	40719	125482
735	40772	125418
736	40834	125383
737	40903	125370
738	40959	125318
739	41026	125296
740	41080	125236
741	41132	125170
742	41193	125133
743	41267	125134
744	41351	125165
745	41416	125139
746	41466	125065
747	41524	125017
748	41580	124963
749	41649	124947
750	41699	124875
751	41763	124845
752	41813	124775
753	41884	124765
754	41937	124701
755	41996	124656
756	42052	124602
757	42100	124524
758	42157	124473
759	42214	124420
760	42265	124353
761	42325	124311
762	42381	124257
763	42432	124188
764	42481	124113
765	42531	124041
766	42581	123969
767	42640	123922
768	42695	123866
769	42749	123808
770	42806	123755
771	42860	123694
772	42912	123630
773	42961	123555
774	43014	123494
775	43065	123424
776	43111	123342
777	43165	123281
778	43220	123225
779	43274	123165
780	43325	123097
781	43377	123032
782	43436	122987
783	43501	122959
784	43560	122912
785	43615	122855
786	43694	122865
787	43759	122837
788	43810	122769
789	43870	122727
790	43942	122716
791	44002	122674
792	44058	122619
793	44109	122550
794	44168	122505
795	44227	122457
796	44277	122387
797	44371	122437
798	44423	122373
799	44482	122325
800	44535	122263
801	44584	122189
802	44631	122111
803	44701	122094
804	44907	122448
805	44957	122376
806	45037	122388
807	45099	122347
808	45167	122325
809	45214	122245
810	45264	122175
811	45321	122121
812	45370	122049
813	45420	121977
814	45473	121914
815	45521	121836
816	45567	121756
817	45613	121673
818	45668	121614
819	45718	121544
820	45765	121464
821	45819	121405
822	45898	121409
823	45951	121348
824	46012	121305
825	46063	121237
826	46115	121171
827	46169	121111
828	46220	121042
829	46267	120965
830	46322	120906
831	46375	120843
832	46427	120778
833	46496	120756
834	46554	120706
835	46606	120641
836	46852	121078
837	46911	121030
838	46967	120973
839	47044	120971
840	47102	120921
841	47149	120842
842	47196	120761
843	47247	120694
844	47298	120626
845	47364	120593
846	47415	120526
847	47466	120457
848	47514	120382
849	47564	120310
850	47616	120244
851	47675	120195
852	47732	120143
853	47781	120068
854	47824	119981
855	47880	119923
856	47931	119857
857	47988	119803
858	48043	119746
859	48096	119682
860	48143	119604
861	48190	119526
862	48242	119459
863	48299	119406
864	48359	119360
865	48400	119268
866	48470	119247
867	48523	119183
868	48578	119126
869	48627	119053
870	48679	118988
871	48726	118911
872	48794	118883
873	48846	118819
874	48896	118749
875	48955	118700
876	49013	118650
877	49074	118606
878	49131	118552
879	49188	118499
880	49247	118450
881	49303	118395
882	49378	118384
883	49436	118335
884	49495	118286
885	49554	118237
886	49618	118201
887	49666	118125
888	49711	118044
889	49756	117961
890	49808	117897
891	49869	117853
892	49925	117797
893	49983	117747
894	50026	117660
895	50078	117595
896	50145	117565
897	50208	117526
898	50262	117466
899	50315	117403
900	50364	117330
901	50414	117260
902	50468	117200
903	50516	117125
904	50570	117066
905	50622	117001
906	50670	116926
907	50717	116851
908	50772	116794
909	50829	116739
910	50886	116686
911	50938	116622
912	50989	116554
913	51039	116486
914	51089	116417
915	51138	116345
916	51191	116282
917	51255	116246
918	51314	116197
919	51367	116135
920	51416	116064
921	51468	116000
922	51520	115934
923	51572	115871
924	51626	115811
925	51678	115747
926	51730	115681
927	51776	115605
928	51827	115538
929	51883	115482
930	51945	115440
931	51999	115381
932	52044	115300
933	52084	115210
934	52141	115158
935	52196	115100
936	52257	115056
937	52315	115004
938	52385	114980
939	52453	114950
940	52512	114903
941	52584	114881
942	52643	114833
943	52690	114757
944	52759	114730
945	52813	114671
946	52868	114613
947	52917	114543
948	52981	114503
949	53037	114449
950	53112	114434
951	53163	114368
952	53215	114304
953	53273	114252
954	53331	114201
955	53412	114199
956	53460	114127
957	53512	114063
958	53574	114019
959	53630	113964
960	53674	113884
961	53728	113824
962	53790	113781
963	53846	113726
964	53898	113662
965	53961	113621
966	54016	113563
967	54065	113493
968	54123	113441
969	54183	113393
970	54240	113339
971	54296	113286
972	54360	113246
973	54415	113189
974	54478	113148
975	54525	113073
976	54575	113005
977	54621	112928
978	54678	112874
979	54732	112815
980	54789	112761
981	54845	112706
982	54896	112640
983	54954	112589
984	55009	112532
985	55060	112465
986	55113	112405
987	55175	112360
988	55227	112297
989	55280	112235
990	55336	112180
991	55397	112136
992	55459	112090
993	55518	112042
994	55577	111992
995	55623	111917
996	55680	111863
997	55727	111790
998	55784	111736
999	55856	111713
1000	55919	111670
1001	55984	111634
1002	56042	111582
1003	56092	111514
1004	56142	111448
1005	56201	111396
1006	56257	111341
1007	56311	111281
1008	56366	111224
1009	56414	111153
1010	56466	111089
1011	56517	111023
1012	56583	110989
1013	56638	110931
1014	56699	110884
1015	56754	110827
1016	56806	110763
1017	56853	110690
1018	56913	110643
1019	56962	110574
1020	57007	110498
1021	57055	110426
1022	57125	110397
1023	57183	110346
1024	57238	110289
1025	57287	110220
1026	57331	110140
1027	57381	110075
1028	57431	110007
1029	57484	109946
1030	57545	109901
1031	57600	109843
1032	57652	109779
1033	57709	109727
1034	57768	109676
1035	57825	109622
1036	57884	109573
1037	57942	109521
1038	57992	109454
1039	58045	109393
1040	58100	109335
1041	58162	109292
1042	58225	109250
1043	58277	109186
1044	58511	109464
1045	58581	109434
1046	58634	109373
1047	58684	109304
1048	58741	109251
1049	58794	109190
1050	58849	109131
1051	58907	109079
1052	58968	109033
1053	59029	108985
1054	59089	108936
1055	59147	108885
1056	59203	108828
1057	59249	108755
1058	59296	108682
1059	59349	108619
1060	59402	108558
1061	59460	108507
1062	59523	108463
1063	59564	108379
1064	59612	108310
1065	59663	108245
1066	59712	108176
1067	59764	108114
1068	59822	108061
1069	59871	107991
1070	59926	107934
1071	59980	107874
1072	60073	107885
1073	60139	107847
1074	60193	107788
1075	60244	107722
1076	60298	107664
1077	60362	107622
1078	60438	107601
1079	60490	107538
1080	60544	107479
1081	60602	107426
1082	60660	107373
1083	60711	107309
1084	60760	107241
1085	60811	107176
1086	60870	107124
1087	60924	107065
1088	60989	107024
1089	61042	106965
1090	61126	106956
1091	61182	106901
1092	61239	106846
1093	61292	106784
1094	61342	106718
1095	61399	106665
1096	61457	106612
1097	61519	106567
1098	61568	106498
1099	61627	106446
1100	61681	106387
1101	61737	106331
1102	61790	106271
1103	61851	106222
1104	61907	106167
1105	61967	106117
1106	62014	106046
1107	62064	105980
1108	62117	105919
1109	62176	105868
1110	62236	105819
1111	62294	105766
1112	62359	105725
1113	62414	105667
1114	62473	105617
1115	62535	105570
1116	62601	105530
1117	62661	105481
1118	62720	105431
1119	62881	105550
1120	62963	105538
1121	63004	105457
1122	63063	105406
1123	63113	105339
1124	63165	105275
1125	63216	105211
1126	63268	105148
1127	63313	105074
1128	63367	105013
1129	63412	104939
1130	63467	104881
1131	63519	104817
1132	63575	104762
1133	63619	104686
1134	63667	104617
1135	63718	104552
1136	63781	104506
1137	63842	104459
1138	63899	104405
1139	63960	104356
1140	64016	104300
1141	64076	104250
1142	64132	104195
1143	64197	104153
1144	64260	104107
1145	64313	104046
1146	64377	104002
1147	64429	103940
1148	64480	103875
1149	64531	103811
1150	64585	103752
1151	64642	103697
1152	64692	103630
1153	64754	103584
1154	64812	103531
1155	64864	103468
1156	64923	103417
1157	64979	103361
1158	65049	103327
1159	65131	103311
1160	65197	103271
1161	65259	103225
1162	65328	103188
1163	65378	103122
1164	65445	103082
1165	65493	103013
1166	65577	103001
1167	65625	102933
1168	65689	102889
1169	65743	102829
1170	65797	102769
1171	65845	102701
1172	65911	102659
1173	65977	102619
1174	66036	102566
1175	66101	102525
1176	66153	102461
1177	66208	102403
1178	66278	102368
1179	66338	102318
1180	66404	102278
1181	66457	102216
1182	66508	102151
1183	66569	102103
1184	66627	102050
1185	66695	102011
1186	66752	101956
1187	66811	101904
1188	66872	101855
1189	66949	101831
1190	67009	101780
1191	67067	101726
1192	67118	101662
1193	67182	101618
1194	67236	101558
1195	67297	101509
1196	67356	101456
1197	67405	101389
1198	67458	101327
1199	67513	101270
1200	67572	101218
1201	67623	101154
1202	67687	101108
1203	67741	101050
1204	67789	100981
1205	67838	100914
1206	67883	100841
1207	67930	100770
1208	67980	100705
1209	68028	100637
1210	68078	100571
1211	68128	100506
1212	68176	100438
1213	68230	100378
1214	68279	100311
1215	68329	100246
1216	68380	100183
1217	68435	100125
1218	68494	100073
1219	68542	100004
1220	68596	99944
1221	68644	99877
1222	68701	99822
1223	68752	99758
1224	68799	99689
1225	68851	99627
1226	68902	99563
1227	68967	99519
1228	69020	99458
1229	69071	99395
1230	69133	99348
1231	69188	99290
1232	69253	99246
1233	69317	99201
1234	69375	99147
1235	69434	99096
1236	69504	99059
1237	69554	98993
1238	69603	98928
1239	69665	98880
1240	69712	98810
1241	69763	98747
1242	69834	98712
1243	69892	98658
1244	69948	98601
1245	70006	98548
1246	70062	98492
1247	70126	98447
1248	70182	98390
1249	70245	98344
1250	70314	98305
1251	70365	98241
1252	70415	98176
1253	70465	98112
1254	70515	98046
1255	70560	97975
1256	70610	97911
1257	70657	97842
1258	70706	97775
1259	70751	97704
1260	70804	97644
1261	70856	97581
1262	70908	97519
1263	70955	97451
1264	71010	97394
1265	71060	97329
1266	71118	97275
1267	71170	97213
1268	71238	97174
1269	71289	97110
1270	71349	97060
1271	71398	96993
1272	71453	96937
1273	71510	96881
1274	71571	96831
1275	71641	96795
1276	71693	96732
1277	71744	96669
1278	71797	96609
1279	71858	96559
1280	71923	96515
1281	71991	96475
1282	72061	96438
1283	72108	96369
1284	72169	96319
1285	72229	96268
1286	72293	96222
1287	72345	96161
1288	72392	96092
1289	72444	96031
1290	72488	95958
1291	72555	95917
1292	72618	95869
1293	72679	95820
1294	72729	95755
1295	72782	95695
1296	72831	95629
1297	72894	95582
1298	72948	95524
1299	72998	95458
1300	73047	95393
1301	73100	95334
1302	73160	95282
1303	73211	95219
1304	73278	95177
1305	73329	95114
1306	73389	95064
1307	73448	95010
1308	73502	94952
1309	73565	94905
1310	73637	94869
1311	73697	94818
1312	73751	94759
1313	73799	94692
1314	73859	94641
1315	73916	94586
1316	73969	94525
1317	74017	94458
1318	74076	94407
1319	74132	94350
1320	74187	94292
1321	74246	94240
1322	74304	94185
1323	74369	94141
1324	74431	94092
1325	74482	94029
1326	74533	93967
1327	74594	93917
1328	74665	93879
1329	74726	93829
1330	74786	93778
1331	74846	93727
1332	74926	93700
1333	75028	93701
1334	75096	93659
1335	75150	93600
1336	75212	93551
1337	75276	93504
1338	75346	93465
1339	75413	93423
1340	75461	93356
1341	75512	93293
1342	75563	93230
1343	75612	93165
1344	75671	93112
1345	75737	93067
1346	75794	93012
1347	75855	92962
1348	75916	92912
1349	75972	92854
1350	76023	92793
1351	76076	92732
1352	76126	92668
1353	76193	92625
1354	76253	92573
1355	76303	92509
1356	76374	92470
1357	76435	92420
1358	76487	92359
1359	76544	92304
1360	76600	92247
1361	76665	92201
1362	76721	92144
1363	76780	92092
1364	76835	92033
1365	76889	91975
1366	76938	91910
1367	76991	91849
1368	77055	91802
1369	77107	91741
1370	77161	91681
1371	77224	91633
1372	77277	91573
1373	77334	91518
1374	77402	91475
1375	77456	91416
1376	77515	91363
1377	77580	91317
1378	77651	91278
1379	77809	91341
1380	77872	91292
1381	77916	91222
1382	77968	91160
1383	78011	91089
1384	78057	91019
1385	78105	90954
1386	78163	90899
1387	78223	90847
1388	78302	90817
1389	78361	90764
1390	78413	90703
1391	78467	90643
1392	78519	90582
1393	78579	90529
1394	78634	90471
1395	78687	90411
1396	78743	90354
1397	78818	90319
1398	78864	90251
1399	78914	90188
1400	78965	90125
1401	79014	90060
1402	79094	90031
1403	79146	89970
1404	79196	89905
1405	79247	89843
1406	79308	89792
1407	79363	89734
1408	79414	89672
1409	79476	89622
1410	79518	89549
1411	79561	89478
1412	79610	89413
1413	79659	89349
1414	79709	89286
1415	79753	89215
1416	79817	89167
1417	79865	89102
1418	79918	89041
1419	79968	88979
1420	80024	88922
1421	80084	88870
1422	80130	88802
1423	80189	88749
1424	80241	88687
1425	80296	88630
1426	80356	88577
1427	80399	88507
1428	80442	88435
1429	80492	88373
1430	80539	88305
1431	80583	88236
1432	80630	88170
1433	80690	88118
1434	80740	88055
1435	80783	87984
1436	80840	87928
1437	80891	87866
1438	80939	87802
1439	80994	87744
1440	81049	87686
1441	81100	87624
1442	81153	87564
1443	81198	87496
1444	81254	87439
1445	81308	87381
1446	81377	87338
1447	81431	87280
1448	81508	87245
1449	81561	87186
1450	81620	87133
1451	81673	87073
1452	81719	87006
1453	81780	86954
1454	81834	86896
1455	81894	86843
1456	81943	86780
1457	81997	86721
1458	82058	86670
1459	82109	86608
1460	82163	86550
1461	82217	86491
1462	82259	86420
1463	82309	86357
1464	82377	86313
1465	82424	86247
1466	82478	86189
1467	82536	86134
1468	82591	86077
1469	82651	86024
1470	82698	85959
1471	82744	85892
1472	82808	85844
1473	82865	85788
1474	82912	85723
1475	82959	85657
1476	83011	85597
1477	83065	85538
1478	83117	85478
1479	83171	85419
1480	83221	85357
1481	83268	85291
1482	83322	85233
1483	83366	85164
1484	83422	85107
1485	83474	85047
1486	83525	84985
1487	83580	84928
1488	83633	84869
1489	83689	84812
1490	83734	84745
1491	83784	84682
1492	83838	84624
1493	83892	84566
1494	83942	84503
1495	83998	84448
1496	84047	84384
1497	84100	84324
1498	84148	84260
1499	84202	84202
1500	84253	84141
1501	84315	84090
1502	84381	84044
1503	84437	83988
1504	84493	83932
1505	84543	83869
1506	84594	83808
1507	84638	83740
1508	84686	83676
1509	84741	83618
1510	84795	83561
1511	84843	83496
1512	84903	83444
1513	84962	83391
1514	85053	83369
1515	85128	83331
1516	85194	83285
1517	85281	83258
1518	85330	83195
1519	85381	83134
1520	85420	83062
1521	85495	83024
1522	85542	82958
1523	85592	82896
1524	85649	82841
1525	85707	82787
1526	85752	82719
1527	85801	82657
1528	85851	82595
1529	85902	82533
1530	85953	82472
1531	86010	82417
1532	86070	82364
1533	86129	82311
1534	86195	82264
1535	86250	82207
1536	86310	82154
1537	86374	82106
1538	86434	82053
1539	86496	82003
1540	86551	81945
1541	86600	81882
1542	86663	81833
1543	86717	81774
1544	86773	81719
1545	86830	81663
1546	86901	81620
1547	86945	81553
1548	86998	81494
1549	87067	81450
1550	87130	81400
1551	87183	81341
1552	87259	81303
1553	87318	81250
1554	87369	81189
1555	87426	81133
1556	87478	81073
1557	87530	81013
1558	87597	80966
1559	87661	80918
1560	87741	80883
1561	87794	80825
1562	87847	80765
1563	87905	80710
1564	87956	80650
1565	88025	80606
1566	88085	80553
1567	88142	80497
1568	88198	80440
1569	88263	80392
1570	88323	80339
1571	88394	80297
1572	88477	80265
1573	88558	80231
1574	88629	80188
1575	88721	80164
1576	88807	80134
1577	88870	80085
1578	88924	80026
1579	88977	79967
1580	89026	79903
1581	89083	79848
1582	89139	79791
1583	89187	79728
1584	89255	79682
1585	89308	79622
1586	89361	79563
1587	89423	79512
1588	89474	79451
1589	89531	79396
1590	89576	79329
1591	89620	79262
1592	89672	79201
1593	89726	79143
1594	89780	79085
1595	89941	79121
1596	89991	79059
1597	90046	79001
1598	90104	78947
1599	90165	78894
1600	90213	78831
1601	90270	78775
1602	90322	78715
1603	90374	78655
1604	90428	78596
1605	90481	78537
1606	90522	78467
1607	90564	78399
1608	90617	78340
1609	90668	78279
1610	90713	78212
1611	90757	78146
1612	90812	78088
1613	90865	78029
1614	90930	77980
1615	91004	77939
1616	91084	77903
1617	91163	77866
1618	91221	77811
1619	91269	77748
1620	91317	77684
1621	91368	77623
1622	91436	77577
1623	91505	77531
1624	91571	77483
1625	91639	77437
1626	91704	77388
1627	91765	77335
1628	91818	77276
1629	91899	77240
1630	91951	77180
1631	92008	77125
1632	92065	77069
1633	92126	77016
1634	92177	76955
1635	92237	76901
1636	92306	76856
1637	92381	76815
1638	92432	76754
1639	92486	76696
1640	92536	76634
1641	92614	76595
1642	92665	76535
1643	92718	76475
1644	92768	76414
1645	92831	76363
1646	92888	76307
1647	92943	76249
1648	92996	76190
1649	93049	76131
1650	93097	76068
1651	93315	76143
1652	93366	76082
1653	93413	76018
1654	93468	75961
1655	93515	75896
1656	93572	75840
1657	93615	75772
1658	93674	75719
1659	93731	75662
1660	93795	75612
1661	93848	75553
1662	93899	75492
1663	93945	75427
1664	94004	75372
1665	94062	75317
