iter	Passed	Remaining
1666	94123	75264
1667	94177	75206
1668	94229	75146
1669	94298	75100
1670	94361	75048
1671	94419	74993
1672	94468	74930
1673	94517	74869
1674	94573	74811
1675	94640	74763
1676	94696	74706
1677	94752	74649
1678	94802	74588
1679	94853	74527
1680	94913	74473
1681	94968	74416
1682	95056	74384
1683	95125	74338
1684	95177	74277
1685	95227	74216
1686	95285	74160
1687	95331	74096
1688	95384	74037
1689	95436	73977
1690	95488	73917
1691	95539	73856
1692	95592	73797
1693	95652	73743
1694	95706	73685
1695	95769	73633
1696	95819	73572
1697	95876	73516
1698	95927	73456
1699	95988	73403
1700	96036	73339
1701	96101	73289
1702	96152	73229
1703	96203	73169
1704	96255	73109
1705	96321	73059
1706	96366	72994
1707	96408	72927
1708	96463	72869
1709	96516	72810
1710	96564	72748
1711	96607	72680
1712	96655	72618
1713	96707	72558
1714	96765	72503
1715	96819	72445
1716	96890	72400
1717	96948	72344
1718	97002	72286
1719	97051	72224
1720	97106	72166
1721	97157	72106
1722	97206	72044
1723	97282	72002
1724	97336	71944
1725	97386	71882
1726	97445	71828
1727	97498	71769
1728	97545	71706
1729	97596	71646
1730	97647	71585
1731	97697	71524
1732	97748	71464
1733	97800	71404
1734	97852	71345
1735	97906	71286
1736	97951	71222
1737	97999	71159
1738	98047	71096
1739	98098	71036
1740	98151	70978
1741	98203	70918
1742	98259	70862
1743	98312	70803
1744	98353	70735
1745	98403	70674
1746	98464	70621
1747	98518	70563
1748	98578	70509
1749	98626	70447
1750	98681	70390
1751	98729	70327
1752	98819	70295
1753	98870	70235
1754	98918	70173
1755	98968	70112
1756	99021	70053
1757	99079	69998
1758	99131	69938
1759	99193	69886
1760	99252	69831
1761	99315	69779
1762	99367	69720
1763	99479	69703
1764	99662	69735
1765	99710	69672
1766	99764	69614
1767	99824	69560
1768	99880	69504
1769	99940	69450
1770	99988	69388
1771	100044	69330
1772	100096	69271
1773	100155	69216
1774	100199	69151
1775	100248	69090
1776	100294	69026
1777	100341	68963
1778	100391	68902
1779	100446	68845
1780	100496	68784
1781	100542	68721
1782	100592	68660
1783	100645	68601
1784	100703	68545
1785	100756	68487
1786	100805	68426
1787	100855	68365
1788	100896	68298
1789	100956	68244
1790	101010	68186
1791	101060	68125
1792	101110	68064
1793	101171	68011
1794	101222	67951
1795	101274	67892
1796	101326	67832
1797	101373	67770
1798	101422	67708
1799	101485	67657
1800	101537	67597
1801	101591	67540
1802	101656	67489
1803	101828	67509
1804	101885	67453
1805	101932	67390
1806	101984	67331
1807	102027	67266
1808	102100	67220
1809	102150	67160
1810	102225	67115
1811	102284	67060
1812	102336	67001
1813	102393	66945
1814	102446	66886
1815	102519	66841
1816	102574	66783
1817	102626	66723
1818	102677	66664
1819	102742	66612
1820	102793	66553
1821	102856	66500
1822	102909	66442
1823	102975	66391
1824	103031	66335
1825	103089	66279
1826	103158	66231
1827	103216	66176
1828	103273	66119
1829	103330	66063
1830	103389	66008
1831	103448	65954
1832	103510	65900
1833	103582	65854
1834	103654	65807
1835	103705	65748
1836	103787	65707
1837	103841	65649
1838	103898	65593
1839	103947	65532
1840	103998	65472
1841	104059	65418
1842	104106	65355
1843	104165	65300
1844	104218	65242
1845	104272	65184
1846	104323	65124
1847	104369	65061
1848	104416	64999
1849	104476	64945
1850	104533	64888
1851	104574	64822
1852	104635	64769
1853	104687	64709
1854	104748	64655
1855	104802	64598
1856	104852	64537
1857	104909	64481
1858	104963	64423
1859	105017	64365
1860	105077	64311
1861	105125	64249
1862	105179	64191
1863	105239	64137
1864	105285	64074
1865	105340	64017
1866	105380	63950
1867	105433	63892
1868	105478	63828
1869	105528	63768
1870	105569	63702
1871	105618	63641
1872	105678	63587
1873	105733	63530
1874	105782	63469
1875	105832	63409
1876	105883	63349
1877	105948	63298
1878	105998	63238
1879	106048	63178
1880	106100	63118
1881	106156	63062
1882	106206	63002
1883	106295	62964
1884	106351	62908
1885	106403	62849
1886	106463	62794
1887	106513	62734
1888	106574	62681
1889	106630	62624
1890	106675	62561
1891	106723	62499
1892	106779	62442
1893	106859	62400
1894	106910	62340
1895	106958	62279
1896	107004	62216
1897	107054	62157
1898	107112	62101
1899	107165	62043
1900	107212	61981
1901	107267	61924
1902	107325	61868
1903	107376	61809
1904	107423	61747
1905	107477	61689
1906	107526	61629
1907	107576	61568
1908	107627	61509
1909	107687	61455
1910	107737	61395
1911	107788	61335
1912	107834	61273
1913	107888	61215
1914	107940	61156
1915	107995	61099
1916	108049	61041
1917	108101	60983
1918	108158	60927
1919	108219	60873
1920	108283	60821
1921	108335	60762
1922	108389	60704
1923	108450	60651
1924	108506	60594
1925	108559	60536
1926	108637	60491
1927	108687	60432
1928	108760	60384
1929	108822	60331
1930	108866	60268
1931	108909	60204
1932	108965	60148
1933	109030	60096
1934	109084	60038
1935	109138	59981
1936	109189	59921
1937	109239	59862
1938	109300	59807
1939	109348	59746
1940	109405	59690
1941	109481	59645
1942	109529	59584
1943	109570	59519
1944	109623	59461
1945	109670	59400
1946	109725	59342
1947	109787	59289
1948	109848	59235
1949	109898	59176
1950	109973	59130
1951	110034	59075
1952	110084	59016
1953	110134	58956
1954	110185	58897
1955	110236	58838
1956	110294	58782
1957	110348	58724
1958	110399	58665
1959	110450	58606
1960	110493	58542
1961	110546	58484
1962	110595	58424
1963	110644	58364
1964	110693	58304
1965	110744	58245
1966	110800	58188
1967	110860	58133
1968	110910	58074
1969	110968	58019
1970	111027	57963
1971	111078	57905
1972	111132	57847
1973	111184	57788
1974	111237	57730
1975	111285	57670
1976	111336	57610
1977	111391	57553
1978	111450	57498
1979	111502	57440
1980	111564	57387
1981	111624	57332
1982	111677	57274
1983	111731	57217
1984	111783	57158
1985	111833	57099
1986	111883	57039
1987	111931	56979
1988	111972	56915
1989	112022	56855
1990	112073	56796
1991	112123	56737
1992	112175	56678
1993	112223	56618
1994	112291	56568
1995	112341	56508
1996	112383	56444
1997	112442	56390
1998	112495	56332
1999	112557	56278
2000	112612	56221
2001	112670	56166
2002	112724	56108
2003	112773	56049
2004	112832	55994
2005	112881	55934
2006	112928	55873
2007	112976	55812
2008	113025	55753
2009	113077	55695
2010	113128	55636
2011	113178	55576
2012	113228	55517
2013	113279	55458
2014	113342	55405
2015	113394	55347
2016	113470	55300
2017	113523	55242
2018	113580	55186
2019	113634	55129
2020	113704	55080
2021	113754	55020
2022	113818	54968
2023	113870	54909
2024	113937	54858
2025	113995	54803
2026	114058	54750
2027	114103	54688
2028	114176	54640
2029	114243	54589
2030	114294	54530
2031	114344	54471
2032	114401	54415
2033	114450	54355
2034	114511	54301
2035	114560	54241
2036	114611	54183
2037	114666	54126
2038	114717	54067
2039	114765	54007
2040	114819	53950
2041	114870	53891
2042	114918	53830
2043	114962	53769
2044	115013	53710
2045	115062	53651
2046	115120	53595
2047	115171	53536
2048	115222	53478
2049	115273	53419
2050	115334	53365
2051	115379	53303
2052	115424	53242
2053	115470	53181
2054	115527	53125
2055	115585	53070
2056	115635	53011
2057	115705	52961
2058	115759	52904
2059	115807	52844
2060	115862	52787
2061	115920	52732
2062	115982	52678
2063	116039	52622
2064	116098	52567
2065	116152	52510
2066	116203	52451
2067	116251	52391
2068	116302	52333
2069	116351	52273
2070	116409	52218
2071	116459	52159
2072	116512	52102
2073	116568	52045
2074	116617	51986
2075	116670	51928
2076	116727	51872
2077	116776	51813
2078	116823	51753
2079	116869	51692
2080	116918	51632
2081	116963	51571
2082	117015	51513
2083	117068	51456
2084	117132	51403
2085	117186	51346
2086	117235	51286
2087	117293	51231
2088	117354	51177
2089	117406	51119
2090	117459	51062
2091	117514	51005
2092	117565	50947
2093	117623	50891
2094	117675	50833
2095	117726	50775
2096	117778	50717
2097	117822	50655
2098	117871	50596
2099	117921	50537
2100	117977	50481
2101	118029	50423
2102	118095	50371
2103	118166	50321
2104	118226	50267
2105	118279	50209
2106	118334	50152
2107	118396	50099
2108	118449	50041
2109	118505	49985
2110	118571	49933
2111	118622	49875
2112	118695	49826
2113	118749	49768
2114	118810	49715
2115	118862	49657
2116	118920	49601
2117	118972	49543
2118	119040	49492
2119	119094	49435
2120	119150	49379
2121	119285	49355
2122	119360	49306
2123	119436	49258
2124	119493	49203
2125	119555	49149
2126	119617	49095
2127	119685	49044
2128	119746	48989
2129	119820	48940
2130	119867	48880
2131	119924	48824
2132	119987	48771
2133	120046	48716
2134	120101	48659
2135	120162	48605
2136	120233	48554
2137	120284	48496
2138	120332	48436
2139	120376	48375
2140	120427	48317
2141	120483	48260
2142	120537	48203
2143	120592	48146
2144	120652	48092
2145	120705	48034
2146	120753	47975
2147	120801	47915
2148	120859	47860
2149	120910	47801
2150	120968	47746
2151	121024	47689
2152	121082	47634
2153	121138	47578
2154	121197	47522
2155	121251	47465
2156	121302	47407
2157	121364	47353
2158	121419	47296
2159	121479	47242
2160	121550	47191
2161	121610	47136
2162	121685	47087
2163	121770	47042
2164	121821	46984
2165	121872	46925
2166	121928	46869
2167	121986	46813
2168	122036	46755
2169	122108	46705
2170	122167	46649
2171	122222	46593
2172	122291	46541
2173	122349	46485
2174	122405	46429
2175	122459	46372
2176	122511	46314
2177	122566	46257
2178	122621	46201
2179	122676	46144
2180	122737	46089
2181	122800	46036
2182	122848	45976
2183	122906	45920
2184	122960	45864
2185	123009	45805
2186	123076	45752
2187	123129	45695
2188	123184	45638
2189	123235	45580
2190	123290	45523
2191	123349	45468
2192	123402	45410
2193	123463	45356
2194	123519	45299
2195	123569	45241
2196	123619	45182
2197	123682	45128
2198	123732	45070
2199	123786	45013
2200	123846	44958
2201	123895	44899
2202	123967	44848
2203	124028	44794
2204	124082	44737
2205	124149	44684
2206	124200	44626
2207	124259	44571
2208	124310	44513
2209	124357	44453
2210	124410	44396
2211	124465	44339
2212	124516	44281
2213	124580	44227
2214	124638	44171
2215	124698	44117
2216	124755	44061
2217	124805	44002
2218	124878	43952
2219	124927	43893
2220	124985	43837
2221	125038	43780
2222	125083	43720
2223	125138	43663
2224	125197	43608
2225	125245	43548
2226	125297	43491
2227	125749	43571
2228	125825	43522
2229	125912	43476
2230	125997	43429
2231	126065	43377
2232	126120	43320
2233	126169	43261
2234	126371	43254
2235	126418	43194
2236	126471	43137
2237	126521	43078
2238	126578	43022
2239	126637	42966
2240	126692	42909
2241	126745	42851
2242	126820	42801
2243	126901	42752
2244	126955	42695
2245	127011	42638
2246	127073	42583
2247	127127	42526
2248	127190	42472
2249	127240	42413
2250	127283	42352
2251	127336	42294
2252	127393	42238
2253	127468	42187
2254	127521	42130
2255	127575	42072
2256	127625	42014
2257	127686	41959
2258	127733	41899
2259	127773	41837
2260	127827	41779
2261	127885	41723
2262	127932	41664
2263	127985	41606
2264	128040	41549
2265	128091	41491
2266	128139	41431
2267	128190	41373
2268	128241	41315
2269	128289	41256
2270	128343	41198
2271	128403	41143
2272	128445	41082
2273	128495	41023
2274	128548	40966
2275	128606	40909
2276	128663	40853
2277	128717	40796
2278	128769	40738
2279	128828	40682
2280	128873	40622
2281	128923	40563
2282	128982	40508
2283	129030	40449
2284	129086	40392
2285	129133	40332
2286	129180	40273
2287	129233	40216
2288	129285	40158
2289	129345	40102
2290	129398	40045
2291	129451	39987
2292	129500	39928
2293	129546	39869
2294	129643	39825
2295	129720	39774
2296	129781	39719
2297	129834	39662
2298	129884	39603
2299	129945	39548
2300	129998	39491
2301	130067	39438
2302	130124	39382
2303	130202	39331
2304	130260	39275
2305	130311	39217
2306	130364	39160
2307	130412	39101
2308	130479	39047
2309	130528	38988
2310	130581	38931
2311	130632	38873
2312	130692	38817
2313	130763	38765
2314	130813	38707
2315	130865	38649
2316	130925	38593
2317	130971	38534
2318	131028	38477
2319	131080	38420
2320	131130	38361
2321	131184	38304
2322	131234	38246
2323	131276	38185
2324	131321	38125
2325	131366	38065
2326	131424	38009
2327	131480	37953
2328	131540	37897
2329	131588	37838
2330	131639	37780
2331	131691	37722
2332	131741	37664
2333	131794	37607
2334	131855	37552
2335	131898	37491
2336	131954	37435
2337	132011	37378
2338	132068	37322
2339	132126	37266
2340	132172	37207
2341	132223	37149
2342	132274	37090
2343	132323	37032
2344	132376	36975
2345	132424	36916
2346	132481	36860
2347	132539	36803
2348	132595	36747
2349	132647	36689
2350	132707	36634
2351	132761	36577
2352	132817	36520
2353	132867	36462
2354	132925	36406
2355	132974	36347
2356	133025	36290
2357	133076	36232
2358	133136	36176
2359	133186	36118
2360	133236	36060
2361	133285	36001
2362	133349	35947
2363	133406	35891
2364	133494	35843
2365	133577	35793
2366	133640	35738
2367	133689	35680
2368	133783	35634
2369	133836	35576
2370	133890	35519
2371	133966	35468
2372	134016	35410
2373	134071	35353
2374	134130	35297
2375	134208	35246
2376	134262	35189
2377	134317	35132
2378	134365	35074
2379	134406	35013
2380	134451	34954
2381	134499	34895
2382	134753	34890
2383	134820	34836
2384	134865	34776
2385	134920	34719
2386	134981	34664
2387	135038	34607
2388	135091	34550
2389	135145	34493
2390	135193	34434
2391	135249	34377
2392	135299	34319
2393	135356	34263
2394	135399	34203
2395	135450	34145
2396	135503	34087
2397	135561	34031
2398	135602	33971
2399	135651	33912
2400	135701	33854
2401	135769	33801
2402	135816	33742
2403	135861	33682
2404	135903	33622
2405	135959	33566
2406	136017	33509
2407	136072	33453
2408	136119	33394
2409	136167	33335
2410	136232	33281
2411	136285	33223
2412	136335	33165
2413	136396	33110
2414	136450	33053
2415	136504	32996
2416	136565	32940
2417	136617	32883
2418	136669	32825
2419	136716	32766
2420	136779	32711
2421	136822	32652
2422	136873	32594
2423	136922	32536
2424	136965	32476
2425	137024	32420
2426	137078	32363
2427	137124	32304
2428	137179	32247
2429	137230	32189
2430	137284	32132
2431	137342	32076
2432	137401	32020
2433	137456	31963
2434	137505	31905
2435	137561	31849
2436	137614	31791
2437	137662	31733
2438	137715	31676
2439	137764	31618
2440	137820	31561
2441	137871	31503
2442	137923	31446
2443	137973	31388
2444	138031	31332
2445	138094	31277
2446	138147	31220
2447	138209	31164
2448	138262	31107
2449	138310	31049
2450	138360	30991
2451	138408	30933
2452	138469	30877
2453	138521	30820
2454	138577	30763
2455	138635	30707
2456	138678	30648
2457	138736	30591
2458	138788	30534
2459	138851	30479
2460	138903	30422
2461	138985	30371
2462	139041	30314
2463	139093	30257
2464	139139	30198
2465	139210	30145
2466	139266	30088
2467	139317	30031
2468	139370	29974
2469	139415	29915
2470	139464	29857
2471	139516	29799
2472	139569	29742
2473	139620	29684
2474	139671	29627
2475	139719	29569
2476	139774	29512
2477	139818	29453
2478	139877	29397
2479	139937	29341
2480	139991	29284
2481	140056	29230
2482	140105	29172
2483	140154	29114
2484	140205	29056
2485	140257	28999
2486	140302	28940
2487	140355	28883
2488	140405	28825
2489	140460	28769
2490	140520	28713
2491	140581	28657
2492	140631	28600
2493	140690	28544
2494	140749	28488
2495	140805	28431
2496	140868	28376
2497	140919	28319
2498	140979	28263
2499	141020	28204
2500	141086	28149
2501	141152	28095
2502	141228	28042
2503	141284	27986
2504	141346	27930
2505	141404	27874
2506	141471	27820
2507	141536	27765
2508	141587	27707
2509	141637	27650
2510	141687	27592
2511	141744	27536
2512	141786	27477
2513	141847	27421
2514	141894	27363
2515	141942	27305
2516	141983	27245
2517	142032	27188
2518	142082	27130
2519	142142	27074
2520	142192	27017
2521	142247	26960
2522	142298	26903
2523	142373	26850
2524	142432	26794
2525	142485	26737
2526	142540	26680
2527	142594	26623
2528	142644	26566
2529	142699	26509
2530	142750	26452
2531	142807	26395
2532	142853	26337
2533	142900	26279
2534	142951	26221
2535	143005	26165
2536	143055	26107
2537	143114	26051
2538	143164	25994
2539	143317	25955
2540	143371	25898
2541	143424	25841
2542	143472	25783
2543	143541	25729
2544	143598	25672
2545	143651	25615
2546	143697	25557
2547	143745	25499
2548	143797	25442
2549	143856	25386
2550	143904	25328
2551	143964	25272
2552	144021	25216
2553	144075	25159
2554	144131	25103
2555	144188	25046
2556	144237	24989
2557	144290	24932
2558	144339	24874
2559	144383	24815
2560	144433	24758
2561	144476	24699
2562	144537	24644
2563	144584	24586
2564	144637	24529
2565	144702	24474
2566	144757	24417
2567	144810	24360
2568	144859	24303
2569	144926	24248
2570	144990	24193
2571	145044	24136
2572	145110	24081
2573	145168	24025
2574	145221	23968
2575	145268	23910
2576	145324	23854
2577	145368	23795
2578	145421	23738
2579	145487	23684
2580	145536	23626
2581	145605	23572
2582	145653	23514
2583	145709	23457
2584	145757	23400
2585	145814	23343
2586	145864	23286
2587	145916	23229
2588	145970	23172
2589	146030	23116
2590	146124	23066
2591	146188	23011
2592	146237	22953
2593	146287	22896
2594	146335	22838
2595	146389	22781
2596	146452	22726
2597	146520	22671
2598	146583	22616
2599	146645	22560
2600	146696	22503
2601	146750	22446
2602	146803	22390
2603	146853	22332
2604	146901	22274
2605	146949	22217
2606	147004	22160
2607	147059	22104
2608	147129	22049
2609	147177	21992
2610	147245	21937
2611	147304	21881
2612	147366	21825
2613	147430	21770
2614	147477	21712
2615	147542	21657
2616	147607	21602
2617	147653	21544
2618	147709	21488
2619	147760	21430
2620	147831	21376
2621	147884	21319
2622	147940	21263
2623	148000	21207
2624	148051	21150
2625	148110	21094
2626	148173	21038
2627	148229	20982
2628	148281	20925
2629	148339	20869
2630	148393	20812
2631	148448	20755
2632	148506	20699
2633	148561	20642
2634	148615	20586
2635	148668	20529
2636	148724	20472
2637	148778	20416
2638	148840	20360
2639	148905	20305
2640	148964	20249
2641	149016	20192
2642	149071	20135
2643	149129	20079
2644	149190	20023
2645	149248	19967
2646	149295	19909
2647	149350	19853
2648	149405	19796
2649	149453	19739
2650	149501	19681
2651	149553	19624
2652	149606	19567
2653	149659	19511
2654	149723	19455
2655	149773	19398
2656	149826	19341
2657	149873	19283
2658	149922	19226
2659	149973	19169
2660	150023	19112
2661	150107	19059
2662	150153	19001
2663	150205	18944
2664	150251	18887
2665	150333	18833
2666	150377	18776
2667	150424	18718
2668	150472	18661
2669	150523	18604
2670	150594	18549
2671	150652	18493
2672	150702	18436
2673	150753	18379
2674	150818	18323
2675	150876	18267
2676	150943	18212
2677	151001	18156
2678	151051	18099
2679	151099	18041
2680	151150	17984
2681	151211	17928
2682	151261	17871
2683	151316	17815
2684	151363	17757
2685	151409	17700
2686	151464	17643
2687	151508	17585
2688	151558	17528
2689	151615	17472
2690	151661	17414
2691	151707	17357
2692	151750	17299
2693	151798	17242
2694	151846	17184
2695	151889	17127
2696	151935	17069
2697	151982	17012
2698	152031	16954
2699	152084	16898
2700	152132	16841
2701	152177	16783
2702	152230	16726
2703	152269	16668
2704	152320	16611
2705	152366	16554
2706	152421	16497
2707	152471	16440
2708	152519	16383
2709	152570	16326
2710	152621	16269
2711	152672	16213
2712	152735	16157
2713	152794	16101
2714	152834	16043
2715	152878	15985
2716	152935	15929
2717	152988	15872
2718	153034	15815
2719	153088	15759
2720	153151	15703
2721	153200	15646
2722	153273	15591
2723	153327	15535
2724	153373	15478
2725	153432	15422
2726	153484	15365
2727	153534	15308
2728	153583	15251
2729	153635	15194
2730	153689	15138
2731	153747	15082
2732	153799	15025
2733	153851	14968
2734	153905	14912
2735	153950	14854
2736	153999	14797
2737	154045	14740
2738	154099	14684
2739	154148	14627
2740	154202	14570
2741	154311	14519
2742	154363	14462
2743	154406	14405
2744	154458	14348
2745	154509	14291
2746	154557	14234
2747	154614	14178
2748	154657	14121
2749	154702	14063
2750	154763	14008
2751	154809	13950
2752	154865	13894
2753	154927	13838
2754	154972	13781
2755	155016	13724
2756	155076	13668
2757	155130	13611
2758	155301	13565
2759	155347	13508
2760	155408	13452
2761	155477	13397
2762	155539	13341
2763	155621	13287
2764	155680	13231
2765	155741	13175
2766	155816	13120
2767	155874	13064
2768	155928	13008
2769	155997	12952
2770	156063	12897
2771	156113	12840
2772	156179	12784
2773	156237	12728
2774	156326	12675
2775	156383	12618
2776	156441	12562
2777	156493	12505
2778	156552	12449
2779	156606	12393
2780	156655	12336
2781	156708	12279
2782	156759	12223
2783	156806	12166
2784	156855	12109
2785	156904	12052
2786	156980	11997
2787	157044	11941
2788	157093	11884
2789	157141	11827
2790	157196	11771
2791	157250	11714
2792	157294	11657
2793	157362	11602
2794	157408	11545
2795	157459	11488
2796	157507	11431
2797	157567	11375
2798	157617	11318
2799	157673	11262
2800	157724	11205
2801	157768	11148
2802	157823	11092
2803	157873	11035
2804	157922	10978
2805	157974	10921
2806	158025	10865
2807	158089	10809
2808	158152	10753
2809	158196	10696
2810	158251	10640
2811	158305	10583
2812	158365	10527
2813	158421	10471
2814	158481	10415
2815	158531	10358
2816	158604	10303
2817	158651	10246
2818	158704	10189
2819	158756	10133
2820	158811	10077
2821	158864	10020
2822	158917	9963
2823	158973	9907
2824	159035	9851
2825	159100	9796
2826	159159	9739
2827	159219	9683
2828	159272	9627
2829	159334	9571
2830	159381	9514
2831	159435	9458
2832	159494	9401
2833	159544	9345
2834	159596	9288
2835	159666	9233
2836	159720	9176
2837	159781	9120
2838	159834	9064
2839	159894	9008
2840	159946	8951
2841	160001	8895
2842	160046	8838
2843	160105	8782
2844	160169	8726
2845	160218	8669
2846	160269	8613
2847	160316	8556
2848	160366	8499
2849	160413	8442
2850	160476	8386
2851	160534	8330
2852	160595	8274
2853	160646	8218
2854	160692	8161
2855	160746	8104
2856	160810	8048
2857	160866	7992
2858	160921	7936
2859	160986	7880
2860	161039	7824
2861	161095	7767
2862	161163	7711
2863	161228	7656
2864	161282	7599
2865	161343	7543
2866	161422	7488
2867	161475	7431
2868	161551	7376
2869	161608	7320
2870	161672	7264
2871	161735	7208
2872	161791	7151
2873	161841	7095
2874	161894	7038
2875	161945	6982
2876	162006	6926
2877	162063	6869
2878	162128	6814
2879	162181	6757
2880	162240	6701
2881	162296	6645
2882	162353	6588
2883	162422	6532
2884	162477	6476
2885	162534	6420
2886	162598	6364
2887	162663	6308
2888	162720	6251
2889	162770	6195
2890	162820	6138
2891	162867	6082
2892	162911	6025
2893	163155	5975
2894	163307	5923
2895	163360	5866
2896	163428	5810
2897	163477	5753
2898	163537	5697
2899	163608	5641
2900	163654	5584
2901	163711	5528
2902	163763	5471
2903	163818	5415
2904	163868	5358
2905	163925	5302
2906	163989	5246
2907	164042	5189
2908	164111	5133
2909	164174	5077
2910	164223	5020
2911	164280	4964
2912	164324	4907
2913	164370	4851
2914	164420	4794
2915	164483	4738
2916	164536	4681
2917	164594	4625
2918	164649	4568
2919	164697	4512
2920	164740	4455
2921	164799	4399
2922	164851	4342
2923	164903	4286
2924	164966	4229
2925	165021	4173
2926	165073	4116
2927	165131	4060
2928	165183	4004
2929	165232	3947
2930	165284	3891
2931	165327	3834
2932	165368	3777
2933	165413	3720
2934	165466	3664
2935	165514	3607
2936	165574	3551
2937	165631	3495
2938	165681	3438
2939	165731	3382
2940	165783	3325
2941	165840	3269
2942	165888	3212
2943	165936	3156
2944	165987	3099
2945	166048	3043
2946	166102	2987
2947	166155	2930
2948	166213	2874
2949	166270	2818
2950	166318	2761
2951	166377	2705
2952	166451	2649
2953	166513	2592
2954	166584	2536
2955	166648	2480
2956	166737	2424
2957	166782	2368
2958	166833	2311
2959	166882	2255
2960	166931	2198
2961	166979	2142
2962	167052	2086
2963	167116	2029
2964	167163	1973
2965	167212	1916
2966	167263	1860
2967	167325	1804
2968	167380	1747
2969	167435	1691
2970	167490	1634
2971	167547	1578
2972	167598	1522
2973	167657	1465
2974	167707	1409
2975	167749	1352
2976	167796	1296
2977	167843	1239
2978	167892	1183
2979	167941	1127
2980	167997	1070
2981	168055	1014
2982	168108	958
2983	168155	901
2984	168202	845
2985	168259	788
2986	168313	732
2987	168370	676
2988	168421	619
2989	168479	563
2990	168529	507
2991	168579	450
2992	168630	394
2993	168678	338
2994	168731	281
2995	168781	225
2996	168839	169
2997	168893	112
2998	168940	56
2999	168998	0
