iter	MAE
0	0.06882352558
1	0.06880994979
2	0.06879569581
3	0.06878349535
4	0.06877098316
5	0.06875915395
6	0.06874698785
7	0.06873574744
8	0.06872530599
9	0.06871455362
10	0.06870476722
11	0.0686943949
12	0.0686857581
13	0.06867733844
14	0.06866922271
15	0.06866060416
16	0.06865314127
17	0.06864524363
18	0.06863777874
19	0.06863041248
20	0.06862377566
21	0.06861745269
22	0.06861072507
23	0.06860403922
24	0.06859736722
25	0.0685913353
26	0.06858585484
27	0.06858003932
28	0.06857441649
29	0.06856884184
30	0.06856395729
31	0.06855935293
32	0.06855403339
33	0.0685484476
34	0.06854404762
35	0.06853914701
36	0.06853502106
37	0.06853110586
38	0.06852698374
39	0.06852247979
40	0.06851853888
41	0.0685142939
42	0.06851039418
43	0.06850658013
44	0.0685032364
45	0.06849995648
46	0.06849643943
47	0.06849266273
48	0.06848893833
49	0.06848598354
50	0.06848264897
51	0.06848012539
52	0.06847697993
53	0.06847424259
54	0.06847105262
55	0.06846741393
56	0.06846471471
57	0.06846227354
58	0.06845891463
59	0.06845608262
60	0.06845357845
61	0.06845080986
62	0.06844756201
63	0.06844532082
64	0.06844258741
65	0.06844003559
66	0.06843740493
67	0.06843562099
68	0.06843297224
69	0.06843042186
70	0.06842777287
71	0.06842493172
72	0.06842276291
73	0.06842084904
74	0.06841873516
75	0.06841638957
76	0.06841380916
77	0.06841130701
78	0.06840929791
79	0.06840672788
80	0.06840486925
81	0.06840299719
82	0.06840097185
83	0.06839870474
84	0.06839728517
85	0.06839533671
86	0.06839356821
87	0.06838944976
88	0.06838768471
89	0.06838579658
90	0.06838392363
91	0.0683819374
92	0.06838010565
93	0.06837850253
94	0.06837692392
95	0.06837430884
96	0.06837291121
97	0.06837125091
98	0.06836955796
99	0.06836787145
100	0.0683662947
101	0.06836494112
102	0.0683634596
103	0.06836129136
104	0.06835949061
105	0.06835763841
106	0.06835445052
107	0.06835282961
108	0.06835153641
109	0.06834990534
110	0.06834794085
111	0.06834604662
112	0.06834465716
113	0.06834323272
114	0.06834175181
115	0.06833911823
116	0.06833741299
117	0.06833417294
118	0.06833164252
119	0.06833041365
120	0.06832821688
121	0.06832642579
122	0.06832467704
123	0.06832322494
124	0.06832192287
125	0.06832082155
126	0.0683196069
127	0.06831822338
128	0.06831624165
129	0.06831502519
130	0.06831354519
131	0.06831159369
132	0.06830997904
133	0.06830856461
134	0.06830724762
135	0.06830543649
136	0.0683036319
137	0.06830192025
138	0.06830079284
139	0.06829954588
140	0.06829825119
141	0.06829721901
142	0.0682957297
143	0.06829438327
144	0.06829322027
145	0.06829193408
146	0.06828878487
147	0.06828734566
148	0.06828649108
149	0.0682845291
150	0.06828358121
151	0.06828243764
152	0.06828031188
153	0.06827917898
154	0.06827720694
155	0.0682759359
156	0.0682749278
157	0.06827348517
158	0.06827092392
159	0.06826967916
160	0.06826852946
161	0.068267471
162	0.06826567032
163	0.0682641496
164	0.0682628659
165	0.0682616961
166	0.06826101276
167	0.06825921312
168	0.0682586979
169	0.06825756153
170	0.06825655808
171	0.06825425813
172	0.06825264237
173	0.0682510511
174	0.06824982485
175	0.06824804146
176	0.06824670538
177	0.06824566949
178	0.06824509413
179	0.06824374453
180	0.06824284979
181	0.06824172381
182	0.06824051427
183	0.0682395523
184	0.06823822332
185	0.06823701498
186	0.06823582169
187	0.06823447369
188	0.06823335191
189	0.06823209359
190	0.06823008478
191	0.06822839335
192	0.06822736422
193	0.06822643246
194	0.06822405419
195	0.06822330823
196	0.06822217457
197	0.06822109293
198	0.06821999902
199	0.06821883207
200	0.06821806907
201	0.06821715221
202	0.06821621728
203	0.06821523088
204	0.06821438073
205	0.0682136371
206	0.06821209476
207	0.06821093602
208	0.0682101552
209	0.06820917588
210	0.06820752741
211	0.06820675327
212	0.06820543048
213	0.06820499822
214	0.06820419643
215	0.06820308227
216	0.0682017966
217	0.06820051933
218	0.06819883969
219	0.06819768266
220	0.06819694553
221	0.06819516729
222	0.06819437747
223	0.06819334891
224	0.06819157258
225	0.0681904156
226	0.06818940245
227	0.06818867739
228	0.0681879135
229	0.06818662061
230	0.06818605978
231	0.0681854765
232	0.068184272
233	0.06818368139
234	0.06818243432
235	0.06818161699
236	0.06818042322
237	0.06817969164
238	0.06817916737
239	0.0681776683
240	0.06817650387
241	0.06817547147
242	0.06817427453
243	0.06817333712
244	0.06817220649
245	0.06817095123
246	0.0681700516
247	0.0681692716
248	0.06816819045
249	0.06816726292
250	0.06816604909
251	0.06816505036
252	0.06816397157
253	0.06816309273
254	0.06816247203
255	0.06816151047
256	0.0681604301
257	0.06815961263
258	0.06815891695
259	0.06815740036
260	0.06815669461
261	0.06815497141
262	0.068154166
263	0.06815272071
264	0.0681522497
265	0.0681513993
266	0.06815069675
267	0.06814967897
268	0.06814881897
269	0.06814741224
270	0.06814608317
271	0.06814469787
272	0.0681433295
273	0.06814280022
274	0.06814222595
275	0.06814140354
276	0.06814079699
277	0.06813976587
278	0.06813876434
279	0.06813791109
280	0.068136832
281	0.06813631351
282	0.06813536179
283	0.06813459388
284	0.06813360606
285	0.06813297632
286	0.06813195898
287	0.06813147133
288	0.06813010697
289	0.06812929904
290	0.06812833907
291	0.06812754637
292	0.0681263184
293	0.06812572081
294	0.06812512685
295	0.0681243958
296	0.06812371533
297	0.06812265151
298	0.06812179289
299	0.068121131
300	0.06812051968
301	0.06811924957
302	0.06811868511
303	0.06811785069
304	0.06811711313
305	0.06811651713
306	0.06811554277
307	0.06811479706
308	0.06811401707
309	0.06811345974
310	0.06811260973
311	0.06811197928
312	0.06811112367
313	0.06811059458
314	0.06810981433
315	0.06810850002
316	0.06810746849
317	0.06810672339
318	0.06810630903
319	0.06810582836
320	0.0681047636
321	0.06810363441
322	0.06810295301
323	0.06810167882
324	0.06810102286
325	0.06810030292
326	0.06809972433
327	0.06809859802
328	0.06809705279
329	0.06809635491
330	0.06809589461
331	0.06809474379
332	0.06809417649
333	0.06809352409
334	0.06809254912
335	0.06809193712
336	0.06809141299
337	0.06809052808
338	0.06809001489
339	0.06808933614
340	0.06808866196
341	0.06808823993
342	0.06808722921
343	0.06808589062
344	0.0680852906
345	0.06808460749
346	0.0680838551
347	0.0680832543
348	0.06808257357
349	0.06808196973
350	0.06808049262
351	0.06807971151
352	0.06807923204
353	0.06807813613
354	0.06807746187
355	0.06807699175
356	0.06807600623
357	0.06807548964
358	0.06807461222
359	0.06807356391
360	0.06807276759
361	0.06807218726
362	0.06807153583
363	0.068071078
364	0.06807001538
365	0.06806961274
366	0.06806897646
367	0.06806813095
368	0.06806756631
369	0.06806651799
370	0.06806585278
371	0.06806546194
372	0.0680648186
373	0.06806414996
374	0.0680635112
375	0.06806243592
376	0.06806182291
377	0.06806133109
378	0.06806083888
379	0.06806023548
380	0.0680593537
381	0.06805857317
382	0.06805776856
383	0.06805673913
384	0.06805616737
385	0.06805561073
386	0.06805497191
387	0.06805413751
388	0.06805340792
389	0.06805272728
390	0.06805182691
391	0.06805113617
392	0.06805074746
393	0.06805030677
394	0.06804961246
395	0.06804899019
396	0.06804850549
397	0.06804752789
398	0.06804702904
399	0.0680465798
400	0.06804577208
401	0.06804476112
402	0.0680440692
403	0.06804353977
404	0.06804286479
405	0.06804224364
406	0.06804164826
407	0.06804095748
408	0.06804013902
409	0.06803923814
410	0.06803884323
411	0.06803827053
412	0.06803788704
413	0.06803728027
414	0.06803673633
415	0.06803555194
416	0.06803471214
417	0.06803397449
418	0.06803356064
419	0.06803306429
420	0.06803248171
421	0.06803198567
422	0.0680313557
423	0.06803070122
424	0.0680296773
425	0.0680282512
426	0.06802648136
427	0.06802583979
428	0.06802513939
429	0.06802480628
430	0.06802354156
431	0.06802296408
432	0.06802267425
433	0.06802159102
434	0.0680207635
435	0.06802024413
436	0.06801888895
437	0.06801819872
438	0.06801776097
439	0.06801738758
440	0.06801683028
441	0.06801549875
442	0.06801476778
443	0.06801439442
444	0.0680138486
445	0.06801345909
446	0.0680125944
447	0.06801188313
448	0.06801099113
449	0.06801018975
450	0.06800939746
451	0.0680088493
452	0.06800840779
453	0.06800803538
454	0.06800737894
455	0.06800709032
456	0.06800619267
457	0.06800513704
458	0.0680041495
459	0.06800363878
460	0.06800320584
461	0.06800212603
462	0.06800165397
463	0.06800060104
464	0.06800019808
465	0.06799982151
466	0.06799899766
467	0.06799857786
468	0.06799769659
469	0.06799719214
470	0.06799648751
471	0.06799572918
472	0.0679953213
473	0.06799443283
474	0.06799345544
475	0.06799289574
476	0.06799186602
477	0.06799126369
478	0.06799057423
479	0.06799009258
480	0.06798968926
481	0.06798921001
482	0.06798847781
483	0.06798775329
484	0.0679872036
485	0.06798663387
486	0.06798618143
487	0.06798573107
488	0.06798492541
489	0.06798458105
490	0.06798405907
491	0.06798341821
492	0.0679825942
493	0.06798178923
494	0.06798083955
495	0.06798054253
496	0.06797995651
497	0.06797913441
498	0.06797874422
499	0.06797810905
500	0.06797735234
501	0.06797687323
502	0.06797627551
503	0.06797578178
504	0.06797536497
505	0.06797449012
506	0.06797415636
507	0.06797235238
508	0.0679719077
509	0.06797121339
510	0.06797076217
511	0.0679702466
512	0.06796984231
513	0.06796913606
514	0.06796864477
515	0.0679680904
516	0.06796764347
517	0.06796678064
518	0.06796638659
519	0.06796581367
520	0.06796537246
521	0.06796496279
522	0.06796459464
523	0.06796415667
524	0.0679636849
525	0.0679629718
526	0.06796213878
527	0.06796139619
528	0.06796117769
529	0.06796065331
530	0.06795989556
531	0.06795925306
532	0.067958519
533	0.06795818959
534	0.06795750457
535	0.06795645297
536	0.0679556688
537	0.06795483409
538	0.06795448924
539	0.0679541685
540	0.06795336123
541	0.06795268083
542	0.06795234455
543	0.06795181597
544	0.0679508761
545	0.06795036425
546	0.06794982997
547	0.06794930219
548	0.06794883737
549	0.06794801434
550	0.06794736548
551	0.06794696753
552	0.06794613092
553	0.06794537357
554	0.06794493657
555	0.06794419543
556	0.06794373309
557	0.06794322155
558	0.06794241274
559	0.06794155507
560	0.0679408075
561	0.06794030545
562	0.06793969688
563	0.06793930825
564	0.0679385655
565	0.06793816316
566	0.06793759012
567	0.06793728393
568	0.06793648858
569	0.06793616096
570	0.06793587436
571	0.06793545973
572	0.06793435711
573	0.06793392338
574	0.06793342456
575	0.06793286802
576	0.06793254374
577	0.06793211313
578	0.06793146026
579	0.06793114687
580	0.06793037131
581	0.06792998553
582	0.06792886714
583	0.06792833194
584	0.06792791847
585	0.06792758152
586	0.06792707084
587	0.06792664425
588	0.06792613932
589	0.06792570704
590	0.06792486346
591	0.06792437667
592	0.06792325804
593	0.06792240702
594	0.0679217606
595	0.06792068927
596	0.06792021965
597	0.0679194506
598	0.0679187507
599	0.0679180714
600	0.06791763499
601	0.06791712052
602	0.06791665885
603	0.06791613332
604	0.06791532588
605	0.06791478168
606	0.0679143673
607	0.06791370957
608	0.06791309334
609	0.06791245486
610	0.06791175739
611	0.06791112876
612	0.06791065647
613	0.06791023668
614	0.0679094505
615	0.06790837128
616	0.06790751212
617	0.06790697169
618	0.0679062897
619	0.06790561833
620	0.06790523259
621	0.06790454368
622	0.06790371432
623	0.06790321628
624	0.06790278848
625	0.06790228414
626	0.06790185734
627	0.06790159663
628	0.06790082843
629	0.06790023679
630	0.06789991402
631	0.06789940249
632	0.06789898202
633	0.06789841759
634	0.06789794597
635	0.06789688803
636	0.06789634998
637	0.0678957232
638	0.06789511631
639	0.06789461961
640	0.06789419931
641	0.06789375548
642	0.06789331813
643	0.0678926381
644	0.0678919354
645	0.06789113921
646	0.06789022399
647	0.06788982682
648	0.067889572
649	0.06788909074
650	0.06788872015
651	0.06788821786
652	0.06788785239
653	0.06788744254
654	0.06788674043
655	0.06788634739
656	0.06788578093
657	0.06788547836
658	0.06788491479
659	0.06788427603
660	0.06788374495
661	0.06788332371
662	0.0678827747
663	0.06788235869
664	0.06788176543
665	0.06788118528
666	0.06788020587
667	0.06787948772
668	0.06787910634
669	0.06787876659
670	0.06787823493
671	0.0678777584
672	0.06787680358
673	0.06787611751
674	0.06787576319
675	0.06787548549
676	0.06787496765
677	0.06787464265
678	0.06787424258
679	0.06787381968
680	0.06787311436
681	0.06787257748
682	0.06787231932
683	0.06787205495
684	0.06787148468
685	0.06787099229
686	0.06787035511
687	0.06786983068
688	0.06786952198
689	0.06786886267
690	0.0678685364
691	0.06786808612
692	0.06786765866
693	0.06786734593
694	0.06786714156
695	0.0678661235
696	0.06786532855
697	0.06786491303
698	0.06786424439
699	0.06786347592
700	0.06786314939
701	0.06786276469
702	0.06786248175
703	0.06786158765
704	0.06786112005
705	0.06786068789
706	0.06786044785
707	0.06785966101
708	0.0678588695
709	0.06785839321
710	0.0678579239
711	0.06785738563
712	0.06785706502
713	0.06785639599
714	0.06785613678
715	0.06785580068
716	0.06785541504
717	0.06785506305
718	0.06785444201
719	0.06785393822
720	0.06785327652
721	0.06785260078
722	0.06785191565
723	0.06785152799
724	0.06785129364
725	0.06785078499
726	0.06785044416
727	0.06785002167
728	0.06784947916
729	0.06784914081
730	0.06784852565
731	0.06784771463
732	0.06784705819
733	0.06784669093
734	0.06784639735
735	0.0678460494
736	0.06784547848
737	0.06784509928
738	0.06784459568
739	0.06784405803
740	0.06784340354
741	0.0678429003
742	0.06784244853
743	0.06784187173
744	0.06784139179
745	0.06784088481
746	0.06784038527
747	0.06784001466
748	0.06783962322
749	0.06783925981
750	0.06783892574
751	0.06783845971
752	0.06783823829
753	0.06783746278
754	0.06783705247
755	0.06783665557
756	0.06783637548
757	0.06783608655
758	0.06783551379
759	0.06783504823
760	0.06783458194
761	0.06783402694
762	0.06783355335
763	0.06783309447
764	0.06783242039
765	0.06783185771
766	0.06783157606
767	0.06783098445
768	0.0678304989
769	0.06782968189
770	0.06782907293
771	0.06782870837
772	0.0678279482
773	0.06782752608
774	0.06782717346
775	0.06782665208
776	0.06782609768
777	0.06782563864
778	0.06782511
779	0.06782475665
780	0.06782454574
781	0.06782419705
782	0.06782385507
783	0.067823161
784	0.06782276389
785	0.06782249532
786	0.0678220243
787	0.06782138144
788	0.06782074745
789	0.06782039791
790	0.0678201181
791	0.06781969895
792	0.06781903227
793	0.06781855686
794	0.06781814867
795	0.06781788843
796	0.06781742451
797	0.06781705464
798	0.06781647473
799	0.06781607354
800	0.06781577786
801	0.06781520539
802	0.06781490259
803	0.06781456918
804	0.06781420334
805	0.06781384013
806	0.0678132436
807	0.06781279717
808	0.06781243872
809	0.06781224106
810	0.06781165744
811	0.06781072084
812	0.06781041582
813	0.06781005438
814	0.06780973535
815	0.06780936637
816	0.06780901916
817	0.06780829221
818	0.06780791039
819	0.06780741902
820	0.0678070154
821	0.06780642275
822	0.06780603507
823	0.06780566801
824	0.06780541489
825	0.06780483252
826	0.06780447131
827	0.06780410084
828	0.0678037434
829	0.0678032963
830	0.06780266985
831	0.06780213321
832	0.0678016534
833	0.06780094734
834	0.06780048732
835	0.0678001354
836	0.06779967042
837	0.06779896202
838	0.06779835907
839	0.06779757677
840	0.06779727237
841	0.06779682986
842	0.06779647743
843	0.06779610707
844	0.06779521678
845	0.06779496589
846	0.06779458443
847	0.06779410075
848	0.06779359315
849	0.06779323301
850	0.06779283953
851	0.06779250916
852	0.06779214985
853	0.06779184677
854	0.06779152951
855	0.06779089951
856	0.06779052252
857	0.06779003191
858	0.06778940987
859	0.06778912303
860	0.06778876648
861	0.06778854945
862	0.0677881194
863	0.0677875419
864	0.06778711502
865	0.06778635588
866	0.0677858972
867	0.06778558149
868	0.0677848617
